Source,Destination,Time
192.168.1.27,192.168.0.100,28-10-2019 10:28
192.168.1.27,192.168.0.228,28-10-2019 10:32
192.168.1.28,192.168.0.35,28-10-2019 10:36
192.168.1.29,192.168.0.23,28-10-2019 10:40
192.168.1.30,192.168.0.23,28-10-2019 10:44
192.168.1.31,192.168.1.77,28-10-2019 10:48
192.168.1.32,192.168.0.35,28-10-2019 10:52
192.168.1.33,192.168.0.224,28-10-2019 10:56
192.168.1.34,192.168.1.78,28-10-2019 11:00
192.168.1.34,192.168.1.77,28-10-2019 11:04
192.168.1.34,192.168.1.79,28-10-2019 11:08
192.168.1.34,192.168.1.80,28-10-2019 11:12
192.168.1.34,192.168.0.76,28-10-2019 11:16
192.168.1.34,192.168.0.45,28-10-2019 11:20
192.168.1.34,192.168.1.81,28-10-2019 11:24
192.168.1.35,192.168.1.82,28-10-2019 11:28
192.168.1.36,192.168.1.83,28-10-2019 11:32
192.168.1.37,192.168.0.247,28-10-2019 11:36
192.168.1.37,192.168.1.0,28-10-2019 11:40
192.168.1.38,192.168.0.174,28-10-2019 11:44
192.168.1.39,192.168.1.84,28-10-2019 11:48
192.168.1.40,192.168.1.84,28-10-2019 11:52
192.168.1.40,192.168.0.106,28-10-2019 11:56
192.168.1.41,192.168.1.84,28-10-2019 12:00
192.168.1.42,192.168.0.29,28-10-2019 12:04
192.168.1.42,192.168.0.76,28-10-2019 12:08
192.168.1.43,192.168.0.25,28-10-2019 12:12
192.168.1.44,192.168.0.254,28-10-2019 12:16
192.168.1.45,192.168.0.49,28-10-2019 12:20
192.168.1.46,192.168.0.103,28-10-2019 12:24
192.168.1.46,192.168.0.106,28-10-2019 12:28
192.168.1.46,192.168.0.107,28-10-2019 12:32
192.168.1.47,192.168.0.77,28-10-2019 12:36
192.168.1.47,192.168.1.57,28-10-2019 12:40
192.168.1.47,192.168.1.85,28-10-2019 12:44
192.168.1.47,192.168.0.22,28-10-2019 12:48
192.168.1.48,192.168.1.56,28-10-2019 12:52
192.168.1.48,192.168.0.13,28-10-2019 12:56
192.168.1.49,192.168.0.42,28-10-2019 13:00
192.168.1.50,192.168.0.180,28-10-2019 13:04
192.168.1.51,192.168.1.86,28-10-2019 13:08
192.168.1.52,192.168.0.16,28-10-2019 13:12
192.168.1.53,192.168.1.87,28-10-2019 13:16
192.168.1.54,192.168.0.160,28-10-2019 13:20
192.168.1.55,192.168.1.88,28-10-2019 13:24
192.168.1.56,192.168.0.168,28-10-2019 13:28
192.168.1.56,192.168.1.89,28-10-2019 13:32
192.168.1.57,192.168.1.86,28-10-2019 13:36
192.168.1.58,192.168.1.90,28-10-2019 13:40
192.168.1.58,192.168.1.91,28-10-2019 13:44
192.168.1.59,192.168.0.70,28-10-2019 13:48
192.168.1.60,192.168.0.216,28-10-2019 13:52
192.168.1.61,192.168.1.36,28-10-2019 13:56
192.168.1.62,192.168.0.81,28-10-2019 14:00
192.168.1.63,192.168.0.10,28-10-2019 14:04
192.168.1.64,192.168.1.44,28-10-2019 14:08
192.168.1.65,192.168.1.75,28-10-2019 14:12
192.168.1.66,192.168.1.92,28-10-2019 14:16
192.168.1.67,192.168.1.43,28-10-2019 14:20
192.168.1.68,192.168.1.93,28-10-2019 14:24
192.168.1.69,192.168.0.66,28-10-2019 14:28
192.168.1.69,192.168.0.64,28-10-2019 14:32
192.168.1.70,192.168.1.12,28-10-2019 14:36
192.168.1.71,192.168.0.68,28-10-2019 14:40
192.168.1.72,192.168.0.247,28-10-2019 14:44
192.168.1.73,192.168.0.135,28-10-2019 14:48
192.168.1.74,192.168.1.1,28-10-2019 14:52
192.168.1.74,192.168.0.38,28-10-2019 14:56
192.168.1.75,192.168.0.38,28-10-2019 15:00
192.168.1.76,192.168.1.94,28-10-2019 15:04
192.168.1.76,192.168.1.95,28-10-2019 15:08
192.168.1.76,192.168.0.116,28-10-2019 15:12
192.168.1.76,192.168.1.96,28-10-2019 15:16
192.168.1.77,192.168.0.240,28-10-2019 15:20
192.168.1.77,192.168.1.65,28-10-2019 15:24
192.168.1.78,192.168.0.39,28-10-2019 15:28
192.168.1.78,192.168.0.150,28-10-2019 15:32
192.168.1.79,192.168.0.39,28-10-2019 15:36
192.168.1.79,192.168.1.97,28-10-2019 15:40
192.168.1.79,192.168.1.65,28-10-2019 15:44
192.168.1.79,192.168.1.98,28-10-2019 15:48
192.168.1.79,192.168.1.99,28-10-2019 15:52
192.168.1.79,192.168.1.100,28-10-2019 15:56
192.168.1.79,192.168.0.45,28-10-2019 16:00
192.168.1.79,192.168.1.101,28-10-2019 16:04
192.168.1.79,192.168.0.3,28-10-2019 16:08
192.168.1.80,192.168.0.66,28-10-2019 16:12
192.168.1.81,192.168.0.13,28-10-2019 16:16
192.168.1.81,192.168.0.24,28-10-2019 16:20
192.168.1.82,192.168.0.160,28-10-2019 16:24
192.168.1.83,192.168.0.160,28-10-2019 16:28
192.168.1.84,192.168.1.102,28-10-2019 16:32
192.168.1.85,192.168.1.103,28-10-2019 16:36
192.168.1.86,192.168.1.43,28-10-2019 16:40
192.168.1.86,192.168.0.110,28-10-2019 16:44
192.168.1.86,192.168.1.104,28-10-2019 16:48
192.168.1.86,192.168.0.38,28-10-2019 16:52
192.168.1.87,192.168.1.105,28-10-2019 16:56
192.168.1.87,192.168.1.106,28-10-2019 17:00
192.168.1.87,192.168.1.58,28-10-2019 17:04
192.168.1.87,192.168.1.107,28-10-2019 17:08
192.168.1.87,192.168.1.108,28-10-2019 17:12
192.168.1.88,192.168.1.109,28-10-2019 17:16
192.168.1.88,192.168.1.110,28-10-2019 17:20
192.168.1.88,192.168.1.83,28-10-2019 17:24
192.168.1.88,192.168.1.111,28-10-2019 17:28
192.168.1.89,192.168.0.94,28-10-2019 17:32
192.168.1.90,192.168.0.51,28-10-2019 17:36
192.168.1.91,192.168.0.67,28-10-2019 17:40
192.168.1.92,192.168.1.33,28-10-2019 17:44
192.168.1.93,192.168.1.112,28-10-2019 17:48
192.168.1.94,192.168.1.113,28-10-2019 17:52
192.168.1.94,192.168.0.128,28-10-2019 17:56
192.168.1.94,192.168.1.64,28-10-2019 18:00
192.168.1.94,192.168.1.114,28-10-2019 18:04
192.168.1.95,192.168.1.115,28-10-2019 18:08
192.168.1.95,192.168.1.45,28-10-2019 18:12
192.168.1.95,192.168.1.116,28-10-2019 18:16
192.168.1.96,192.168.1.117,28-10-2019 18:20
192.168.1.97,192.168.1.118,28-10-2019 18:24
192.168.1.97,192.168.1.119,28-10-2019 18:28
192.168.1.98,192.168.0.161,28-10-2019 18:32
192.168.1.99,192.168.0.78,28-10-2019 18:36
192.168.1.99,192.168.0.186,28-10-2019 18:40
192.168.1.99,192.168.1.120,28-10-2019 18:44
192.168.1.99,192.168.0.13,28-10-2019 18:48
192.168.1.99,192.168.0.79,28-10-2019 18:52
192.168.1.99,192.168.0.22,28-10-2019 18:56
192.168.1.99,192.168.1.121,28-10-2019 19:00
192.168.1.99,192.168.1.122,28-10-2019 19:04
192.168.1.99,192.168.0.161,28-10-2019 19:08
192.168.1.99,192.168.1.123,28-10-2019 19:12
192.168.1.99,192.168.0.205,28-10-2019 19:16
192.168.1.100,192.168.1.9,28-10-2019 19:20
192.168.1.100,192.168.1.124,28-10-2019 19:24
192.168.1.101,192.168.0.216,28-10-2019 19:28
192.168.1.102,192.168.1.22,28-10-2019 19:32
192.168.1.103,192.168.0.23,28-10-2019 19:36
192.168.1.104,192.168.0.13,28-10-2019 19:40
192.168.1.104,192.168.0.18,28-10-2019 19:44
192.168.1.105,192.168.0.219,28-10-2019 19:48
192.168.1.105,192.168.0.114,28-10-2019 19:52
192.168.1.105,192.168.1.62,28-10-2019 19:56
192.168.1.106,192.168.0.60,28-10-2019 20:00
192.168.1.106,192.168.1.125,28-10-2019 20:04
192.168.1.106,192.168.0.108,28-10-2019 20:08
192.168.1.107,192.168.0.151,28-10-2019 20:12
192.168.1.108,192.168.0.42,28-10-2019 20:16
192.168.1.108,192.168.1.126,28-10-2019 20:20
192.168.1.109,192.168.0.35,28-10-2019 20:24
192.168.1.110,192.168.0.250,28-10-2019 20:28
192.168.1.111,192.168.0.86,28-10-2019 20:32
192.168.1.112,192.168.0.210,28-10-2019 20:36
192.168.1.113,192.168.1.127,28-10-2019 20:40
192.168.1.113,192.168.0.210,28-10-2019 20:44
192.168.1.113,192.168.1.128,28-10-2019 20:48
192.168.1.114,192.168.1.129,28-10-2019 20:52
192.168.1.114,192.168.1.130,28-10-2019 20:56
192.168.1.115,192.168.1.44,28-10-2019 21:00
192.168.1.116,192.168.1.131,28-10-2019 21:04
192.168.1.117,192.168.0.32,28-10-2019 21:08
192.168.1.118,192.168.1.25,28-10-2019 21:12
192.168.1.119,192.168.0.59,28-10-2019 21:16
192.168.1.120,192.168.0.87,28-10-2019 21:20
192.168.1.121,192.168.1.6,28-10-2019 21:24
192.168.1.122,192.168.1.132,28-10-2019 21:28
192.168.1.123,192.168.1.133,28-10-2019 21:32
192.168.1.124,192.168.1.134,28-10-2019 21:36
192.168.1.124,192.168.0.85,28-10-2019 21:40
192.168.1.124,192.168.0.157,28-10-2019 21:44
192.168.1.124,192.168.1.135,28-10-2019 21:48
192.168.1.124,192.168.1.136,28-10-2019 21:52
192.168.1.124,192.168.1.137,28-10-2019 21:56
192.168.1.125,192.168.1.134,28-10-2019 22:00
192.168.1.126,192.168.1.135,28-10-2019 22:04
192.168.1.127,192.168.0.82,28-10-2019 22:08
192.168.1.127,192.168.0.153,28-10-2019 22:12
192.168.1.127,192.168.1.86,28-10-2019 22:16
192.168.1.127,192.168.1.12,28-10-2019 22:20
192.168.1.127,192.168.1.5,28-10-2019 22:24
192.168.1.127,192.168.1.96,28-10-2019 22:28
192.168.1.128,192.168.1.115,28-10-2019 22:32
192.168.1.129,192.168.0.160,28-10-2019 22:36
192.168.1.130,192.168.0.235,28-10-2019 22:40
192.168.1.131,192.168.1.138,28-10-2019 22:44
192.168.1.132,192.168.0.180,28-10-2019 22:48
192.168.1.133,192.168.1.139,28-10-2019 22:52
192.168.1.134,192.168.0.205,28-10-2019 22:56
192.168.1.135,192.168.1.20,28-10-2019 23:00
192.168.1.135,192.168.1.140,28-10-2019 23:04
192.168.1.135,192.168.1.141,28-10-2019 23:08
192.168.1.136,192.168.1.140,28-10-2019 23:12
192.168.1.137,192.168.1.142,28-10-2019 23:16
192.168.1.138,192.168.1.143,28-10-2019 23:20
192.168.1.139,192.168.1.144,28-10-2019 23:24
192.168.1.139,192.168.0.92,28-10-2019 23:28
192.168.1.139,192.168.1.145,28-10-2019 23:32
192.168.1.139,192.168.0.187,28-10-2019 23:36
192.168.1.139,192.168.0.109,28-10-2019 23:40
192.168.1.140,192.168.0.152,28-10-2019 23:44
192.168.1.140,192.168.1.146,28-10-2019 23:48
192.168.1.140,192.168.0.187,28-10-2019 23:52
192.168.1.140,192.168.1.75,28-10-2019 23:56
192.168.1.141,192.168.0.137,29-10-2019 00:00
192.168.1.141,192.168.1.47,29-10-2019 00:04
192.168.1.142,192.168.0.231,29-10-2019 00:08
192.168.1.143,192.168.0.45,29-10-2019 00:12
192.168.1.143,192.168.1.147,29-10-2019 00:16
192.168.1.144,192.168.0.23,29-10-2019 00:20
192.168.1.145,192.168.1.148,29-10-2019 00:24
192.168.1.146,192.168.1.149,29-10-2019 00:28
192.168.1.147,192.168.1.150,29-10-2019 00:32
192.168.1.147,192.168.1.151,29-10-2019 00:36
192.168.1.147,192.168.0.188,29-10-2019 00:40
192.168.1.147,192.168.0.54,29-10-2019 00:44
192.168.1.147,192.168.0.168,29-10-2019 00:48
192.168.1.147,192.168.0.50,29-10-2019 00:52
192.168.1.147,192.168.1.152,29-10-2019 00:56
192.168.1.147,192.168.0.72,29-10-2019 01:00
192.168.1.147,192.168.1.148,29-10-2019 01:04
192.168.1.147,192.168.1.149,29-10-2019 01:08
192.168.1.148,192.168.1.153,29-10-2019 01:12
192.168.1.148,192.168.0.54,29-10-2019 01:16
192.168.1.148,192.168.0.168,29-10-2019 01:20
192.168.1.148,192.168.1.154,29-10-2019 01:24
192.168.1.149,192.168.1.61,29-10-2019 01:28
192.168.1.149,192.168.0.188,29-10-2019 01:32
192.168.1.149,192.168.0.119,29-10-2019 01:36
192.168.1.150,192.168.0.50,29-10-2019 01:40
192.168.1.151,192.168.0.152,29-10-2019 01:44
192.168.1.152,192.168.0.94,29-10-2019 01:48
192.168.1.153,192.168.1.155,29-10-2019 01:52
192.168.1.153,192.168.1.112,29-10-2019 01:56
192.168.1.153,192.168.1.17,29-10-2019 02:00
192.168.1.153,192.168.1.156,29-10-2019 02:04
192.168.1.154,192.168.1.157,29-10-2019 02:08
192.168.1.154,192.168.1.158,29-10-2019 02:12
192.168.1.154,192.168.1.159,29-10-2019 02:16
192.168.1.155,192.168.0.103,29-10-2019 02:20
192.168.1.155,192.168.0.105,29-10-2019 02:24
192.168.1.156,192.168.0.94,29-10-2019 02:28
192.168.1.156,192.168.0.217,29-10-2019 02:32
192.168.1.156,192.168.1.160,29-10-2019 02:36
192.168.1.156,192.168.1.161,29-10-2019 02:40
192.168.1.156,192.168.1.126,29-10-2019 02:44
192.168.1.156,192.168.1.162,29-10-2019 02:48
192.168.1.157,192.168.1.163,29-10-2019 02:52
192.168.1.157,192.168.1.131,29-10-2019 02:56
192.168.1.157,192.168.1.82,29-10-2019 03:00
192.168.1.157,192.168.1.164,29-10-2019 03:04
192.168.1.157,192.168.1.92,29-10-2019 03:08
192.168.1.157,192.168.1.63,29-10-2019 03:12
192.168.1.157,192.168.1.165,29-10-2019 03:16
192.168.1.158,192.168.1.150,29-10-2019 03:20
192.168.1.158,192.168.1.151,29-10-2019 03:24
192.168.1.159,192.168.1.33,29-10-2019 03:28
192.168.1.160,192.168.0.60,29-10-2019 03:32
192.168.1.161,192.168.0.78,29-10-2019 03:36
192.168.1.161,192.168.0.186,29-10-2019 03:40
192.168.1.162,192.168.0.43,29-10-2019 03:44
192.168.1.163,192.168.1.166,29-10-2019 03:48
192.168.1.163,192.168.1.167,29-10-2019 03:52
192.168.1.164,192.168.1.168,29-10-2019 03:56
192.168.1.165,192.168.1.168,29-10-2019 04:00
192.168.1.166,192.168.1.168,29-10-2019 04:04
192.168.1.167,192.168.0.80,29-10-2019 04:08
192.168.1.167,192.168.0.46,29-10-2019 04:12
192.168.1.168,192.168.0.42,29-10-2019 04:16
192.168.1.168,192.168.0.94,29-10-2019 04:20
192.168.1.168,192.168.1.169,29-10-2019 04:24
192.168.1.168,192.168.1.170,29-10-2019 04:28
192.168.1.168,192.168.1.171,29-10-2019 04:32
192.168.1.168,192.168.1.172,29-10-2019 04:36
192.168.1.168,192.168.0.217,29-10-2019 04:40
192.168.1.168,192.168.0.58,29-10-2019 04:44
192.168.1.168,192.168.1.173,29-10-2019 04:48
192.168.1.168,192.168.1.160,29-10-2019 04:52
192.168.1.168,192.168.0.95,29-10-2019 04:56
192.168.1.168,192.168.0.234,29-10-2019 05:00
192.168.1.168,192.168.1.174,29-10-2019 05:04
192.168.1.168,192.168.0.109,29-10-2019 05:08
192.168.1.168,192.168.1.162,29-10-2019 05:12
192.168.1.168,192.168.1.175,29-10-2019 05:16
192.168.1.168,192.168.1.60,29-10-2019 05:20
192.168.1.168,192.168.0.93,29-10-2019 05:24
192.168.1.169,192.168.1.141,29-10-2019 05:28
192.168.1.170,192.168.1.37,29-10-2019 05:32
192.168.1.171,192.168.1.176,29-10-2019 05:36
192.168.1.172,192.168.1.177,29-10-2019 05:40
192.168.1.173,192.168.1.178,29-10-2019 05:44
192.168.1.174,192.168.1.0,29-10-2019 05:48
192.168.1.175,192.168.0.32,29-10-2019 05:52
192.168.1.176,192.168.0.79,29-10-2019 05:56
192.168.1.177,192.168.1.179,29-10-2019 06:00
192.168.1.178,192.168.1.180,29-10-2019 06:04
192.168.1.178,192.168.0.38,29-10-2019 06:08
192.168.1.179,192.168.0.160,29-10-2019 06:12
192.168.1.180,192.168.1.148,29-10-2019 06:16
192.168.1.180,192.168.1.149,29-10-2019 06:20
192.168.1.181,192.168.0.86,29-10-2019 06:24
192.168.1.182,192.168.1.6,29-10-2019 06:28
192.168.1.182,192.168.0.13,29-10-2019 06:32
192.168.1.182,192.168.1.175,29-10-2019 06:36
192.168.1.183,192.168.0.180,29-10-2019 06:40
192.168.1.184,192.168.1.176,29-10-2019 06:44
192.168.1.184,192.168.0.184,29-10-2019 06:48
192.168.1.185,192.168.1.181,29-10-2019 06:52
192.168.1.186,192.168.0.224,29-10-2019 06:56
192.168.1.187,192.168.0.77,29-10-2019 07:00
192.168.1.188,192.168.0.77,29-10-2019 07:04
192.168.1.189,192.168.0.77,29-10-2019 07:08
192.168.1.190,192.168.0.93,29-10-2019 07:12
192.168.1.191,192.168.0.240,29-10-2019 07:16
192.168.1.192,192.168.0.94,29-10-2019 07:20
192.168.1.192,192.168.0.20,29-10-2019 07:24
192.168.1.193,192.168.1.182,29-10-2019 07:28
192.168.1.194,192.168.0.113,29-10-2019 07:32
192.168.1.195,192.168.1.183,29-10-2019 07:36
192.168.1.195,192.168.0.116,29-10-2019 07:40
192.168.1.195,192.168.1.184,29-10-2019 07:44
192.168.1.196,192.168.1.185,29-10-2019 07:48
192.168.1.197,192.168.1.185,29-10-2019 07:52
192.168.1.197,192.168.1.133,29-10-2019 07:56
192.168.1.198,192.168.1.185,29-10-2019 08:00
192.168.1.199,192.168.0.66,29-10-2019 08:04
192.168.1.200,192.168.0.180,29-10-2019 08:08
192.168.1.201,192.168.1.186,29-10-2019 08:12
192.168.1.202,192.168.0.76,29-10-2019 08:16
192.168.1.203,192.168.1.156,29-10-2019 08:20
192.168.1.204,192.168.1.131,29-10-2019 08:24
192.168.1.205,192.168.0.61,29-10-2019 08:28
192.168.1.206,192.168.0.61,29-10-2019 08:32
192.168.1.207,192.168.0.61,29-10-2019 08:36
192.168.1.208,192.168.0.250,29-10-2019 08:40
192.168.1.209,192.168.0.53,29-10-2019 08:44
192.168.1.209,192.168.1.52,29-10-2019 08:48
192.168.1.209,192.168.0.241,29-10-2019 08:52
192.168.1.210,192.168.0.28,29-10-2019 08:56
192.168.1.211,192.168.0.111,29-10-2019 09:00
192.168.1.212,192.168.1.5,29-10-2019 09:04
192.168.1.213,192.168.0.248,29-10-2019 09:08
192.168.1.213,192.168.0.43,29-10-2019 09:12
192.168.1.214,192.168.0.21,29-10-2019 09:16
192.168.1.215,192.168.0.188,29-10-2019 09:20
192.168.1.215,192.168.1.187,29-10-2019 09:24
192.168.1.215,192.168.1.188,29-10-2019 09:28
192.168.1.216,192.168.0.152,29-10-2019 09:32
192.168.1.217,192.168.1.189,29-10-2019 09:36
192.168.1.217,192.168.1.190,29-10-2019 09:40
192.168.1.217,192.168.1.132,29-10-2019 09:44
192.168.1.217,192.168.1.191,29-10-2019 09:48
192.168.1.217,192.168.1.192,29-10-2019 09:52
192.168.1.217,192.168.1.193,29-10-2019 09:56
192.168.1.217,192.168.0.218,29-10-2019 10:00
192.168.1.217,192.168.1.194,29-10-2019 10:04
192.168.1.217,192.168.0.116,29-10-2019 10:08
192.168.1.218,192.168.0.13,29-10-2019 10:12
192.168.1.219,192.168.1.153,29-10-2019 10:16
192.168.1.219,192.168.1.148,29-10-2019 10:20
192.168.1.220,192.168.0.152,29-10-2019 10:24
192.168.1.221,192.168.0.242,29-10-2019 10:28
192.168.1.222,192.168.0.160,29-10-2019 10:32
192.168.1.223,192.168.0.29,29-10-2019 10:36
192.168.1.224,192.168.1.131,29-10-2019 10:40
192.168.1.224,192.168.1.5,29-10-2019 10:44
192.168.1.225,192.168.1.178,29-10-2019 10:48
192.168.1.226,192.168.1.82,29-10-2019 10:52
192.168.1.227,192.168.0.152,29-10-2019 10:56
192.168.1.228,192.168.1.195,29-10-2019 11:00
192.168.1.229,192.168.0.28,29-10-2019 11:04
192.168.1.230,192.168.0.152,29-10-2019 11:08
192.168.1.231,192.168.1.190,29-10-2019 11:12
192.168.1.232,192.168.0.189,29-10-2019 11:16
192.168.1.233,192.168.1.196,29-10-2019 11:20
192.168.1.233,192.168.1.175,29-10-2019 11:24
192.168.1.234,192.168.1.194,29-10-2019 11:28
192.168.1.235,192.168.1.194,29-10-2019 11:32
192.168.1.236,192.168.0.49,29-10-2019 11:36
192.168.1.237,192.168.0.211,29-10-2019 11:40
192.168.1.238,192.168.0.12,29-10-2019 11:44
192.168.1.239,192.168.0.111,29-10-2019 11:48
192.168.1.240,192.168.1.197,29-10-2019 11:52
192.168.1.240,192.168.1.198,29-10-2019 11:56
192.168.1.240,192.168.0.27,29-10-2019 12:00
192.168.1.240,192.168.1.199,29-10-2019 12:04
192.168.1.240,192.168.0.42,29-10-2019 12:08
192.168.1.240,192.168.0.94,29-10-2019 12:12
192.168.1.240,192.168.1.126,29-10-2019 12:16
192.168.1.240,192.168.0.209,29-10-2019 12:20
192.168.1.240,192.168.1.30,29-10-2019 12:24
192.168.1.241,192.168.0.13,29-10-2019 12:28
192.168.1.242,192.168.0.18,29-10-2019 12:32
192.168.1.243,192.168.1.200,29-10-2019 12:36
192.168.1.244,192.168.1.201,29-10-2019 12:40
192.168.1.245,192.168.1.202,29-10-2019 12:44
192.168.1.245,192.168.1.203,29-10-2019 12:48
192.168.1.245,192.168.1.204,29-10-2019 12:52
192.168.1.245,192.168.1.201,29-10-2019 12:56
192.168.1.245,192.168.1.200,29-10-2019 13:00
192.168.1.246,192.168.1.87,29-10-2019 13:04
192.168.1.247,192.168.0.114,29-10-2019 13:08
192.168.1.248,192.168.0.115,29-10-2019 13:12
192.168.1.249,192.168.0.85,29-10-2019 13:16
192.168.1.250,192.168.1.99,29-10-2019 13:20
192.168.1.251,192.168.1.125,29-10-2019 13:24
192.168.1.252,192.168.1.104,29-10-2019 13:28
192.168.1.253,192.168.1.188,29-10-2019 13:32
192.168.1.254,192.168.0.89,29-10-2019 13:36
192.168.1.254,192.168.0.171,29-10-2019 13:40
192.168.1.255,192.168.1.205,29-10-2019 13:44
192.168.1.255,192.168.1.206,29-10-2019 13:48
192.168.1.255,192.168.0.220,29-10-2019 13:52
192.168.2.0,192.168.1.207,29-10-2019 13:56
192.168.2.0,192.168.1.208,29-10-2019 14:00
192.168.2.1,192.168.1.127,29-10-2019 14:04
192.168.2.1,192.168.1.209,29-10-2019 14:08
192.168.2.1,192.168.1.210,29-10-2019 14:12
192.168.2.1,192.168.1.211,29-10-2019 14:16
192.168.2.1,192.168.1.212,29-10-2019 14:20
192.168.2.1,192.168.0.44,29-10-2019 14:24
192.168.2.1,192.168.0.45,29-10-2019 14:28
192.168.2.1,192.168.0.47,29-10-2019 14:32
192.168.2.1,192.168.0.48,29-10-2019 14:36
192.168.2.1,192.168.1.213,29-10-2019 14:40
192.168.2.1,192.168.1.63,29-10-2019 14:44
192.168.2.2,192.168.1.214,29-10-2019 14:48
192.168.2.2,192.168.1.215,29-10-2019 14:52
192.168.2.2,192.168.0.124,29-10-2019 14:56
192.168.2.2,192.168.1.42,29-10-2019 15:00
192.168.2.3,192.168.1.178,29-10-2019 15:04
192.168.2.4,192.168.0.96,29-10-2019 15:08
192.168.2.5,192.168.1.114,29-10-2019 15:12
192.168.2.6,192.168.1.104,29-10-2019 15:16
192.168.2.7,192.168.0.35,29-10-2019 15:20
192.168.2.8,192.168.1.216,29-10-2019 15:24
192.168.2.9,192.168.0.154,29-10-2019 15:28
192.168.2.10,192.168.0.71,29-10-2019 15:32
192.168.2.11,192.168.1.38,29-10-2019 15:36
192.168.2.11,192.168.1.212,29-10-2019 15:40
192.168.2.12,192.168.0.60,29-10-2019 15:44
192.168.2.13,192.168.0.205,29-10-2019 15:48
192.168.2.14,192.168.0.60,29-10-2019 15:52
192.168.2.15,192.168.0.25,29-10-2019 15:56
192.168.2.16,192.168.1.113,29-10-2019 16:00
192.168.2.17,192.168.1.185,29-10-2019 16:04
192.168.2.18,192.168.1.217,29-10-2019 16:08
192.168.2.18,192.168.0.193,29-10-2019 16:12
192.168.2.18,192.168.0.194,29-10-2019 16:16
192.168.2.18,192.168.1.144,29-10-2019 16:20
192.168.2.18,192.168.1.218,29-10-2019 16:24
192.168.2.18,192.168.1.145,29-10-2019 16:28
192.168.2.18,192.168.0.195,29-10-2019 16:32
192.168.2.18,192.168.0.109,29-10-2019 16:36
192.168.2.18,192.168.0.196,29-10-2019 16:40
192.168.2.18,192.168.1.219,29-10-2019 16:44
192.168.2.19,192.168.1.220,29-10-2019 16:48
192.168.2.19,192.168.1.221,29-10-2019 16:52
192.168.2.20,192.168.0.197,29-10-2019 16:56
192.168.2.20,192.168.1.204,29-10-2019 17:00
192.168.2.20,192.168.0.195,29-10-2019 17:04
192.168.2.20,192.168.1.222,29-10-2019 17:08
192.168.2.20,192.168.1.103,29-10-2019 17:12
192.168.2.20,192.168.0.109,29-10-2019 17:16
192.168.2.21,192.168.1.223,29-10-2019 17:20
192.168.2.22,192.168.1.224,29-10-2019 17:24
192.168.2.23,192.168.0.203,29-10-2019 17:28
192.168.2.23,192.168.1.225,29-10-2019 17:32
192.168.2.23,192.168.0.52,29-10-2019 17:36
192.168.2.23,192.168.0.207,29-10-2019 17:40
192.168.2.23,192.168.0.46,29-10-2019 17:44
192.168.2.24,192.168.0.213,29-10-2019 17:48
192.168.2.25,192.168.1.40,29-10-2019 17:52
192.168.2.26,192.168.0.79,29-10-2019 17:56
192.168.2.27,192.168.1.226,29-10-2019 18:00
192.168.2.28,192.168.0.213,29-10-2019 18:04
192.168.2.29,192.168.0.77,29-10-2019 18:08
192.168.2.30,192.168.1.227,29-10-2019 18:12
192.168.2.30,192.168.1.27,29-10-2019 18:16
192.168.2.30,192.168.1.228,29-10-2019 18:20
192.168.2.31,192.168.0.35,29-10-2019 18:24
192.168.2.32,192.168.0.35,29-10-2019 18:28
192.168.2.33,192.168.0.211,29-10-2019 18:32
192.168.2.34,192.168.1.39,29-10-2019 18:36
192.168.2.35,192.168.1.229,29-10-2019 18:40
